"year","month","day","mode","route","peak","numerator","denominator"
2023,6,13,"Bus","86","OFF_PEAK",342,484
2023,6,13,"Bus","86","PEAK",175,236
2023,6,14,"Bus","1","OFF_PEAK",822,1115
2023,6,14,"Bus","1","PEAK",232,343
2023,6,14,"Bus","86","OFF_PEAK",257,437
2023,6,14,"Bus","86","PEAK",141,217
2023,6,15,"Bus","1","OFF_PEAK",813,1085
2023,6,15,"Bus","1","PEAK",253,354
2023,6,15,"Bus","86","OFF_PEAK",239,418
2023,6,15,"Bus","86","PEAK",127,214
2023,6,16,"Bus","1","OFF_PEAK",863,1170
2023,6,16,"Bus","1","PEAK",242,337
2023,6,16,"Bus","86","OFF_PEAK",289,441
2023,6,16,"Bus","86","PEAK",200,259
2023,6,17,"Bus","1","OFF_PEAK",1144,1533
2023,6,17,"Bus","86","OFF_PEAK",302,527
2023,6,18,"Bus","1","OFF_PEAK",1053,1369
2023,6,18,"Bus","86","OFF_PEAK",170,363
2023,6,19,"Bus","1","OFF_PEAK",1059,1348
2023,6,19,"Bus","1","PEAK",264,349
2023,6,19,"Bus","86","OFF_PEAK",353,488
2023,6,19,"Bus","86","PEAK",226,295
2023,6,20,"Bus","1","OFF_PEAK",975,1316
2023,6,20,"Bus","1","PEAK",247,317
2023,6,20,"Bus","86","OFF_PEAK",320,480
2023,6,20,"Bus","86","PEAK",191,263
2023,6,21,"Bus","1","OFF_PEAK",913,1217
2023,6,21,"Bus","1","PEAK",253,326
2023,6,21,"Bus","86","OFF_PEAK",301,443
2023,6,21,"Bus","86","PEAK",141,216
2023,6,22,"Bus","1","OFF_PEAK",909,1210
2023,6,22,"Bus","1","PEAK",261,364
2023,6,22,"Bus","86","OFF_PEAK",257,415
2023,6,22,"Bus","86","PEAK",147,208
2023,6,23,"Bus","1","OFF_PEAK",413,647
2023,6,23,"Bus","1","PEAK",136,184
2023,6,23,"Bus","86","OFF_PEAK",270,400
2023,6,23,"Bus","86","PEAK",161,222
2023,6,24,"Bus","1","OFF_PEAK",861,1188
2023,6,24,"Bus","86","OFF_PEAK",322,530
2023,6,25,"Bus","1","OFF_PEAK",982,1304
2023,6,25,"Bus","86","OFF_PEAK",175,364
2023,6,26,"Bus","1","OFF_PEAK",862,1131
2023,6,26,"Bus","1","PEAK",303,419
2023,6,26,"Bus","86","OFF_PEAK",294,419
2023,6,26,"Bus","86","PEAK",155,225
2023,6,27,"Bus","1","OFF_PEAK",704,1010
2023,6,27,"Bus","1","PEAK",257,365
2023,6,27,"Bus","86","OFF_PEAK",290,486
2023,6,27,"Bus","86","PEAK",166,233
2023,6,28,"Bus","1","OFF_PEAK",770,1078
2023,6,28,"Bus","1","PEAK",228,333
2023,6,28,"Bus","86","OFF_PEAK",211,367
2023,6,28,"Bus","86","PEAK",129,183
2023,6,29,"Bus","1","OFF_PEAK",940,1297
2023,6,29,"Bus","1","PEAK",318,460
2023,6,29,"Bus","86","OFF_PEAK",256,413
2023,6,29,"Bus","86","PEAK",151,205
2023,6,30,"Bus","1","OFF_PEAK",732,1009
2023,6,30,"Bus","1","PEAK",269,364
2023,6,30,"Bus","86","OFF_PEAK",280,415
2023,6,30,"Bus","86","PEAK",171,219
2023,7,1,"Bus","1","OFF_PEAK",1033,1264
2023,7,1,"Bus","86","OFF_PEAK",341,524
2023,7,2,"Bus","1","OFF_PEAK",1037,1377
2023,7,2,"Bus","86","OFF_PEAK",256,363
2023,7,3,"Bus","1","OFF_PEAK",911,1320
2023,7,3,"Bus","1","PEAK",367,488
2023,7,3,"Bus","86","OFF_PEAK",285,400
2023,7,3,"Bus","86","PEAK",134,181
2023,7,4,"Bus","1","OFF_PEAK",851,1172
2023,7,4,"Bus","86","OFF_PEAK",280,363
2023,7,5,"Bus","1","OFF_PEAK",959,1269
2023,7,5,"Bus","1","PEAK",377,483
2023,7,5,"Bus","86","OFF_PEAK",330,456
2023,7,5,"Bus","86","PEAK",158,201
2023,7,6,"Bus","1","OFF_PEAK",804,1168
2023,7,6,"Bus","1","PEAK",331,460
2023,7,6,"Bus","86","OFF_PEAK",337,461
2023,7,6,"Bus","86","PEAK",151,189
2023,7,7,"Bus","1","OFF_PEAK",637,921
2023,7,7,"Bus","1","PEAK",304,422
2023,7,7,"Bus","86","OFF_PEAK",290,416
2023,7,7,"Bus","86","PEAK",129,150
2023,7,8,"Bus","1","OFF_PEAK",1119,1536
2023,7,8,"Bus","86","OFF_PEAK",364,527
2023,7,9,"Bus","1","OFF_PEAK",948,1285
2023,7,9,"Bus","86","OFF_PEAK",199,352
2023,7,10,"Bus","1","OFF_PEAK",733,1006
2023,7,10,"Bus","1","PEAK",315,412
2023,7,10,"Bus","86","OFF_PEAK",338,488
2023,7,10,"Bus","86","PEAK",190,247
2023,7,11,"Bus","1","OFF_PEAK",708,989
2023,7,11,"Bus","1","PEAK",235,337
2023,7,11,"Bus","86","OFF_PEAK",265,465
2023,7,11,"Bus","86","PEAK",148,212
2023,7,12,"Bus","1","OFF_PEAK",783,1149
2023,7,12,"Bus","1","PEAK",253,338
2023,7,12,"Bus","86","OFF_PEAK",278,463
2023,7,12,"Bus","86","PEAK",144,201
2023,7,13,"Bus","1","OFF_PEAK",700,985
2023,7,13,"Bus","1","PEAK",258,351
2023,7,13,"Bus","86","OFF_PEAK",268,426
2023,7,13,"Bus","86","PEAK",127,184
2023,7,14,"Bus","1","OFF_PEAK",706,944
2023,7,14,"Bus","1","PEAK",258,361
2023,7,14,"Bus","86","OFF_PEAK",252,379
2023,7,14,"Bus","86","PEAK",114,163
2023,7,15,"Bus","1","OFF_PEAK",1095,1453
2023,7,15,"Bus","86","OFF_PEAK",299,529
2023,7,16,"Bus","1","OFF_PEAK",982,1276
2023,7,16,"Bus","86","OFF_PEAK",183,363
2023,7,17,"Bus","1","OFF_PEAK",671,946
2023,7,17,"Bus","1","PEAK",291,386
2023,7,17,"Bus","86","OFF_PEAK",266,433
2023,7,17,"Bus","86","PEAK",106,164
2023,7,18,"Bus","1","OFF_PEAK",739,1075
2023,7,18,"Bus","1","PEAK",369,449
2023,7,18,"Bus","86","OFF_PEAK",260,423
2023,7,18,"Bus","86","PEAK",115,168
2023,7,19,"Bus","1","OFF_PEAK",613,862
2023,7,19,"Bus","1","PEAK",234,316
2023,7,19,"Bus","86","OFF_PEAK",266,418
2023,7,19,"Bus","86","PEAK",110,176
2023,7,20,"Bus","1","OFF_PEAK",687,980
2023,7,20,"Bus","1","PEAK",272,358
2023,7,20,"Bus","86","OFF_PEAK",241,443
2023,7,20,"Bus","86","PEAK",126,195
2023,7,21,"Bus","1","OFF_PEAK",647,968
2023,7,21,"Bus","1","PEAK",207,307
2023,7,21,"Bus","86","OFF_PEAK",208,380
2023,7,21,"Bus","86","PEAK",119,184
2023,7,22,"Bus","1","OFF_PEAK",980,1313
2023,7,22,"Bus","86","OFF_PEAK",382,524
2023,7,23,"Bus","1","OFF_PEAK",833,1164
2023,7,23,"Bus","86","OFF_PEAK",189,360
2023,7,24,"Bus","1","OFF_PEAK",821,1144
2023,7,24,"Bus","1","PEAK",330,422
2023,7,24,"Bus","86","OFF_PEAK",263,442
2023,7,24,"Bus","86","PEAK",106,176
2023,7,25,"Bus","1","OFF_PEAK",696,1042
2023,7,25,"Bus","1","PEAK",255,368
2023,7,25,"Bus","86","OFF_PEAK",240,447
2023,7,25,"Bus","86","PEAK",92,200
2023,7,27,"Bus","1","OFF_PEAK",742,1051
2023,7,27,"Bus","1","PEAK",253,387
2023,7,27,"Bus","86","OFF_PEAK",281,470
2023,7,27,"Bus","86","PEAK",137,189
2023,7,28,"Bus","1","OFF_PEAK",752,1079
2023,7,28,"Bus","1","PEAK",291,395
2023,7,28,"Bus","86","OFF_PEAK",193,401
2023,7,28,"Bus","86","PEAK",134,182
2023,7,29,"Bus","1","OFF_PEAK",1070,1463
2023,7,29,"Bus","86","OFF_PEAK",354,510
2023,7,30,"Bus","1","OFF_PEAK",860,1173
2023,7,30,"Bus","86","OFF_PEAK",153,359
2023,7,31,"Bus","1","OFF_PEAK",740,1041
2023,7,31,"Bus","1","PEAK",281,397
2023,7,31,"Bus","86","OFF_PEAK",293,459
2023,7,31,"Bus","86","PEAK",155,220
2023,8,1,"Bus","1","OFF_PEAK",576,817
2023,8,1,"Bus","1","PEAK",214,286
2023,8,1,"Bus","86","OFF_PEAK",264,451
2023,8,1,"Bus","86","PEAK",120,189
2023,8,2,"Bus","1","OFF_PEAK",660,998
2023,8,2,"Bus","1","PEAK",226,351
2023,8,2,"Bus","86","OFF_PEAK",250,436
2023,8,2,"Bus","86","PEAK",95,164
2023,8,3,"Bus","1","OFF_PEAK",651,941
2023,8,3,"Bus","1","PEAK",309,421
2023,8,3,"Bus","86","OFF_PEAK",312,455
2023,8,3,"Bus","86","PEAK",132,188
2023,8,4,"Bus","1","OFF_PEAK",714,1011
2023,8,4,"Bus","1","PEAK",348,478
2023,8,4,"Bus","86","OFF_PEAK",324,466
2023,8,4,"Bus","86","PEAK",187,216
2023,8,5,"Bus","1","OFF_PEAK",1053,1450
2023,8,5,"Bus","86","OFF_PEAK",324,499
2023,8,6,"Bus","1","OFF_PEAK",1066,1397
2023,8,6,"Bus","86","OFF_PEAK",187,349
2023,8,7,"Bus","1","OFF_PEAK",851,1160
2023,8,7,"Bus","1","PEAK",279,378
2023,8,7,"Bus","86","OFF_PEAK",333,450
2023,8,7,"Bus","86","PEAK",148,191
2023,8,8,"Bus","1","OFF_PEAK",575,794
2023,8,8,"Bus","1","PEAK",206,303
2023,8,8,"Bus","86","OFF_PEAK",306,441
2023,8,8,"Bus","86","PEAK",152,204
2023,8,9,"Bus","1","OFF_PEAK",685,956
2023,8,9,"Bus","1","PEAK",278,411
2023,8,9,"Bus","86","OFF_PEAK",276,413
2023,8,9,"Bus","86","PEAK",166,237
2023,8,10,"Bus","1","OFF_PEAK",717,1012
2023,8,10,"Bus","1","PEAK",251,330
2023,8,10,"Bus","86","OFF_PEAK",302,450
2023,8,10,"Bus","86","PEAK",133,193
2023,8,11,"Bus","1","OFF_PEAK",743,1061
2023,8,11,"Bus","1","PEAK",255,363
2023,8,11,"Bus","86","OFF_PEAK",305,480
2023,8,11,"Bus","86","PEAK",152,225
2023,8,12,"Bus","1","OFF_PEAK",1149,1583
2023,8,12,"Bus","86","OFF_PEAK",383,528
2023,8,13,"Bus","1","OFF_PEAK",805,1069
2023,8,13,"Bus","86","OFF_PEAK",223,362
2023,8,14,"Bus","1","OFF_PEAK",842,1154
2023,8,14,"Bus","1","PEAK",339,446
2023,8,14,"Bus","86","OFF_PEAK",258,396
2023,8,14,"Bus","86","PEAK",149,187
2023,8,15,"Bus","1","OFF_PEAK",756,1047
2023,8,15,"Bus","1","PEAK",229,345
2023,8,15,"Bus","86","OFF_PEAK",339,477
2023,8,15,"Bus","86","PEAK",132,187
2023,8,16,"Bus","1","OFF_PEAK",767,1058
2023,8,16,"Bus","1","PEAK",274,349
2023,8,16,"Bus","86","OFF_PEAK",302,439
2023,8,16,"Bus","86","PEAK",140,197
2023,8,17,"Bus","1","OFF_PEAK",741,1069
2023,8,17,"Bus","1","PEAK",278,377
2023,8,17,"Bus","86","OFF_PEAK",309,449
2023,8,17,"Bus","86","PEAK",154,218
2023,8,18,"Bus","1","OFF_PEAK",687,916
2023,8,18,"Bus","1","PEAK",218,303
2023,8,18,"Bus","86","OFF_PEAK",271,440
2023,8,18,"Bus","86","PEAK",121,189
2023,8,19,"Bus","1","OFF_PEAK",882,1164
2023,8,19,"Bus","86","OFF_PEAK",292,516
2023,8,20,"Bus","1","OFF_PEAK",1111,1403
2023,8,20,"Bus","86","OFF_PEAK",168,331
2023,8,21,"Bus","1","OFF_PEAK",892,1282
2023,8,21,"Bus","1","PEAK",354,488
2023,8,21,"Bus","86","OFF_PEAK",304,435
2023,8,21,"Bus","86","PEAK",126,180
2023,8,22,"Bus","1","OFF_PEAK",688,909
2023,8,22,"Bus","1","PEAK",269,360
2023,8,22,"Bus","86","OFF_PEAK",279,436
2023,8,22,"Bus","86","PEAK",148,205
2023,8,24,"Bus","1","OFF_PEAK",668,923
2023,8,24,"Bus","1","PEAK",263,372
2023,8,24,"Bus","86","OFF_PEAK",296,464
2023,8,24,"Bus","86","PEAK",131,217
2023,8,25,"Bus","1","OFF_PEAK",549,795
2023,8,25,"Bus","1","PEAK",234,266
2023,8,25,"Bus","86","OFF_PEAK",236,372
2023,8,25,"Bus","86","PEAK",132,184
2023,8,26,"Bus","1","OFF_PEAK",813,1084
2023,8,26,"Bus","86","OFF_PEAK",331,500
2023,8,27,"Bus","1","OFF_PEAK",903,1192
2023,8,27,"Bus","86","OFF_PEAK",254,321
2023,8,28,"Bus","1","OFF_PEAK",786,1117
2023,8,28,"Bus","1","PEAK",268,359
2023,8,28,"Bus","86","OFF_PEAK",323,450
2023,8,28,"Bus","86","PEAK",165,217
2023,8,29,"Bus","1","OFF_PEAK",901,1202
2023,8,29,"Bus","1","PEAK",290,401
2023,8,29,"Bus","86","OFF_PEAK",238,394
2023,8,29,"Bus","86","PEAK",140,202
2023,8,30,"Bus","1","OFF_PEAK",831,1219
2023,8,30,"Bus","1","PEAK",297,429
2023,8,30,"Bus","86","OFF_PEAK",254,396
2023,8,30,"Bus","86","PEAK",134,191
2023,8,31,"Bus","1","OFF_PEAK",780,1104
2023,8,31,"Bus","1","PEAK",279,391
2023,8,31,"Bus","86","OFF_PEAK",298,479
2023,8,31,"Bus","86","PEAK",210,285
2023,9,1,"Bus","1","OFF_PEAK",662,999
2023,9,1,"Bus","1","PEAK",247,345
2023,9,1,"Bus","86","OFF_PEAK",282,489
2023,9,1,"Bus","86","PEAK",219,285
2023,9,2,"Bus","1","OFF_PEAK",1140,1493
2023,9,2,"Bus","86","OFF_PEAK",330,499
2023,9,3,"Bus","1","OFF_PEAK",988,1323
2023,9,3,"Bus","86","OFF_PEAK",206,335
2023,9,4,"Bus","1","OFF_PEAK",1071,1375
2023,9,4,"Bus","86","OFF_PEAK",207,335
2023,9,5,"Bus","1","OFF_PEAK",844,1106
2023,9,5,"Bus","1","PEAK",244,344
2023,9,5,"Bus","86","OFF_PEAK",334,482
2023,9,5,"Bus","86","PEAK",175,248
2023,9,6,"Bus","1","OFF_PEAK",824,1120
2023,9,6,"Bus","1","PEAK",228,313
2023,9,6,"Bus","86","OFF_PEAK",281,475
2023,9,6,"Bus","86","PEAK",168,245
2023,9,7,"Bus","1","OFF_PEAK",735,1058
2023,9,7,"Bus","1","PEAK",264,396
2023,9,7,"Bus","86","OFF_PEAK",271,469
2023,9,7,"Bus","86","PEAK",182,278
2023,9,8,"Bus","1","OFF_PEAK",603,952
2023,9,8,"Bus","1","PEAK",170,256
2023,9,8,"Bus","86","OFF_PEAK",281,477
2023,9,8,"Bus","86","PEAK",178,246
2023,9,9,"Bus","1","OFF_PEAK",1144,1460
2023,9,9,"Bus","86","OFF_PEAK",310,500
2023,9,10,"Bus","1","OFF_PEAK",790,1038
2023,9,10,"Bus","86","OFF_PEAK",221,309
2023,9,11,"Bus","1","OFF_PEAK",815,1064
2023,9,11,"Bus","1","PEAK",236,361
2023,9,11,"Bus","86","OFF_PEAK",341,477
2023,9,11,"Bus","86","PEAK",209,268
2023,9,12,"Bus","1","OFF_PEAK",710,996
2023,9,12,"Bus","1","PEAK",291,442
2023,9,12,"Bus","86","OFF_PEAK",248,485
2023,9,12,"Bus","86","PEAK",184,283
2023,9,13,"Bus","1","OFF_PEAK",800,1111
2023,9,13,"Bus","1","PEAK",285,429
2023,9,13,"Bus","86","OFF_PEAK",248,464
2023,9,13,"Bus","86","PEAK",143,222
2023,9,14,"Bus","1","OFF_PEAK",722,1025
2023,9,14,"Bus","1","PEAK",233,333
2023,9,14,"Bus","86","OFF_PEAK",223,481
2023,9,14,"Bus","86","PEAK",177,266
2023,9,15,"Bus","1","OFF_PEAK",642,949
2023,9,15,"Bus","1","PEAK",181,241
2023,9,15,"Bus","86","OFF_PEAK",249,471
2023,9,15,"Bus","86","PEAK",206,284
2023,9,16,"Bus","1","OFF_PEAK",1244,1629
2023,9,16,"Bus","86","OFF_PEAK",370,501
2023,9,17,"Bus","1","OFF_PEAK",1057,1288
2023,9,17,"Bus","86","OFF_PEAK",203,335
2023,9,18,"Bus","1","OFF_PEAK",718,992
2023,9,18,"Bus","1","PEAK",202,288
2023,9,18,"Bus","86","OFF_PEAK",325,470
2023,9,18,"Bus","86","PEAK",177,267
2023,9,19,"Bus","1","OFF_PEAK",826,1143
2023,9,19,"Bus","1","PEAK",310,423
2023,9,19,"Bus","86","OFF_PEAK",283,498
2023,9,19,"Bus","86","PEAK",212,299
2023,9,21,"Bus","1","OFF_PEAK",776,1125
2023,9,21,"Bus","1","PEAK",289,443
2023,9,21,"Bus","86","OFF_PEAK",233,474
2023,9,21,"Bus","86","PEAK",171,256
2023,9,22,"Bus","1","OFF_PEAK",665,1012
2023,9,22,"Bus","1","PEAK",199,318
2023,9,22,"Bus","86","OFF_PEAK",256,487
2023,9,22,"Bus","86","PEAK",181,277
2023,9,23,"Bus","1","OFF_PEAK",1207,1559
2023,9,23,"Bus","86","OFF_PEAK",344,502
2023,9,24,"Bus","1","OFF_PEAK",1043,1394
2023,9,24,"Bus","86","OFF_PEAK",185,320
2023,9,25,"Bus","1","OFF_PEAK",699,990
2023,9,25,"Bus","1","PEAK",274,367
2023,9,25,"Bus","86","OFF_PEAK",327,480
2023,9,25,"Bus","86","PEAK",225,295
2023,9,26,"Bus","1","OFF_PEAK",894,1248
2023,9,26,"Bus","1","PEAK",318,460
2023,9,26,"Bus","86","OFF_PEAK",299,498
2023,9,26,"Bus","86","PEAK",219,299
2023,9,27,"Bus","1","OFF_PEAK",890,1278
2023,9,27,"Bus","1","PEAK",322,484
2023,9,27,"Bus","86","OFF_PEAK",307,497
2023,9,27,"Bus","86","PEAK",223,298
2023,9,28,"Bus","1","OFF_PEAK",804,1092
2023,9,28,"Bus","1","PEAK",263,428
2023,9,28,"Bus","86","OFF_PEAK",270,493
2023,9,28,"Bus","86","PEAK",196,274
2023,9,29,"Bus","1","OFF_PEAK",679,969
2023,9,29,"Bus","1","PEAK",233,337
2023,9,29,"Bus","86","OFF_PEAK",248,472
2023,9,29,"Bus","86","PEAK",169,236
2023,9,30,"Bus","1","OFF_PEAK",1205,1638
2023,9,30,"Bus","86","OFF_PEAK",299,503
2023,10,1,"Bus","1","OFF_PEAK",810,1159
2023,10,1,"Bus","86","OFF_PEAK",202,335
2023,10,2,"Bus","1","OFF_PEAK",778,1111
2023,10,2,"Bus","1","PEAK",349,470
2023,10,2,"Bus","86","OFF_PEAK",331,497
2023,10,2,"Bus","86","PEAK",229,298
2023,10,3,"Bus","1","OFF_PEAK",839,1105
2023,10,3,"Bus","1","PEAK",273,392
2023,10,3,"Bus","86","OFF_PEAK",283,482
2023,10,3,"Bus","86","PEAK",188,273
2023,10,4,"Bus","1","OFF_PEAK",849,1238
2023,10,4,"Bus","1","PEAK",301,455
2023,10,4,"Bus","86","OFF_PEAK",294,499
2023,10,4,"Bus","86","PEAK",220,299
2023,10,5,"Bus","1","OFF_PEAK",855,1190
2023,10,5,"Bus","1","PEAK",319,460
2023,10,5,"Bus","86","OFF_PEAK",312,497
2023,10,5,"Bus","86","PEAK",202,299
2023,10,6,"Bus","1","OFF_PEAK",750,1075
2023,10,6,"Bus","1","PEAK",310,417
2023,10,6,"Bus","86","OFF_PEAK",271,498
2023,10,6,"Bus","86","PEAK",224,299
2023,10,7,"Bus","1","OFF_PEAK",1145,1489
2023,10,7,"Bus","86","OFF_PEAK",344,504
2023,10,8,"Bus","1","OFF_PEAK",971,1309
2023,10,8,"Bus","86","OFF_PEAK",104,324
2023,10,9,"Bus","1","OFF_PEAK",1146,1458
2023,10,9,"Bus","86","OFF_PEAK",357,503
2023,10,10,"Bus","1","OFF_PEAK",878,1249
2023,10,10,"Bus","1","PEAK",279,400
2023,10,10,"Bus","86","OFF_PEAK",343,499
2023,10,10,"Bus","86","PEAK",189,273
2023,10,11,"Bus","1","OFF_PEAK",760,1017
2023,10,11,"Bus","1","PEAK",248,344
2023,10,11,"Bus","86","OFF_PEAK",310,498
2023,10,11,"Bus","86","PEAK",202,299
2023,10,12,"Bus","1","OFF_PEAK",803,1111
2023,10,12,"Bus","1","PEAK",231,350
2023,10,12,"Bus","86","OFF_PEAK",260,494
2023,10,12,"Bus","86","PEAK",174,285
2023,10,13,"Bus","1","OFF_PEAK",681,987
2023,10,13,"Bus","1","PEAK",248,352
2023,10,13,"Bus","86","OFF_PEAK",270,498
2023,10,13,"Bus","86","PEAK",242,299
2023,10,14,"Bus","1","OFF_PEAK",1134,1586
2023,10,14,"Bus","86","OFF_PEAK",398,503
2023,10,15,"Bus","1","OFF_PEAK",1078,1400
2023,10,15,"Bus","86","OFF_PEAK",196,307
2023,10,16,"Bus","1","OFF_PEAK",853,1192
2023,10,16,"Bus","1","PEAK",310,406
2023,10,16,"Bus","86","OFF_PEAK",342,499
2023,10,16,"Bus","86","PEAK",221,299
2023,10,17,"Bus","1","OFF_PEAK",791,1115
2023,10,17,"Bus","1","PEAK",245,363
2023,10,17,"Bus","86","OFF_PEAK",311,498
2023,10,17,"Bus","86","PEAK",210,299
2023,10,18,"Bus","1","OFF_PEAK",731,1048
2023,10,18,"Bus","1","PEAK",185,274
2023,10,18,"Bus","86","OFF_PEAK",337,499
2023,10,18,"Bus","86","PEAK",176,282
2023,10,19,"Bus","1","OFF_PEAK",776,1085
2023,10,19,"Bus","1","PEAK",233,373
2023,10,19,"Bus","86","OFF_PEAK",244,438
2023,10,19,"Bus","86","PEAK",184,267
2023,10,20,"Bus","1","OFF_PEAK",657,944
2023,10,20,"Bus","1","PEAK",239,319
2023,10,20,"Bus","86","OFF_PEAK",240,480
2023,10,20,"Bus","86","PEAK",185,257
2023,10,21,"Bus","1","OFF_PEAK",885,1179
2023,10,21,"Bus","86","OFF_PEAK",225,503
2023,10,22,"Bus","1","OFF_PEAK",957,1257
2023,10,22,"Bus","86","OFF_PEAK",114,334
2023,10,23,"Bus","1","OFF_PEAK",852,1137
2023,10,23,"Bus","1","PEAK",289,392
2023,10,23,"Bus","86","OFF_PEAK",329,480
2023,10,23,"Bus","86","PEAK",222,298
2023,10,24,"Bus","1","OFF_PEAK",707,964
2023,10,24,"Bus","1","PEAK",189,317
2023,10,24,"Bus","86","OFF_PEAK",359,499
2023,10,24,"Bus","86","PEAK",213,296
2023,10,25,"Bus","1","OFF_PEAK",768,1043
2023,10,25,"Bus","1","PEAK",259,410
2023,10,25,"Bus","86","OFF_PEAK",307,484
2023,10,25,"Bus","86","PEAK",203,280
2023,10,26,"Bus","1","OFF_PEAK",749,1065
2023,10,26,"Bus","1","PEAK",276,399
2023,10,26,"Bus","86","OFF_PEAK",260,480
2023,10,26,"Bus","86","PEAK",190,283
2023,10,27,"Bus","1","OFF_PEAK",683,998
2023,10,27,"Bus","1","PEAK",242,335
2023,10,27,"Bus","86","OFF_PEAK",247,481
2023,10,27,"Bus","86","PEAK",223,297
2023,10,28,"Bus","1","OFF_PEAK",1005,1386
2023,10,28,"Bus","86","OFF_PEAK",213,502
2023,10,29,"Bus","1","OFF_PEAK",1152,1387
2023,10,29,"Bus","86","OFF_PEAK",232,333
2023,10,30,"Bus","1","OFF_PEAK",801,1157
2023,10,30,"Bus","1","PEAK",234,323
2023,10,30,"Bus","86","OFF_PEAK",341,499
2023,10,30,"Bus","86","PEAK",210,298
2023,10,31,"Bus","1","OFF_PEAK",641,908
2023,10,31,"Bus","1","PEAK",205,302
2023,10,31,"Bus","86","OFF_PEAK",300,450
2023,10,31,"Bus","86","PEAK",148,224
2023,11,1,"Bus","1","OFF_PEAK",855,1180
2023,11,1,"Bus","1","PEAK",285,446
2023,11,1,"Bus","86","OFF_PEAK",320,482
2023,11,1,"Bus","86","PEAK",202,285
2023,11,2,"Bus","1","OFF_PEAK",702,1023
2023,11,2,"Bus","1","PEAK",249,335
2023,11,2,"Bus","86","OFF_PEAK",281,457
2023,11,2,"Bus","86","PEAK",189,262
2023,11,3,"Bus","1","OFF_PEAK",659,990
2023,11,3,"Bus","1","PEAK",234,347
2023,11,3,"Bus","86","OFF_PEAK",284,490
2023,11,3,"Bus","86","PEAK",230,284
2023,11,4,"Bus","1","OFF_PEAK",1078,1459
2023,11,4,"Bus","86","OFF_PEAK",307,497
2023,11,5,"Bus","1","OFF_PEAK",975,1282
2023,11,5,"Bus","86","OFF_PEAK",200,318
2023,11,6,"Bus","1","OFF_PEAK",750,1010
2023,11,6,"Bus","1","PEAK",210,309
2023,11,6,"Bus","86","OFF_PEAK",321,452
2023,11,6,"Bus","86","PEAK",195,257
2023,11,7,"Bus","1","OFF_PEAK",548,767
2023,11,7,"Bus","1","PEAK",181,278
2023,11,7,"Bus","86","OFF_PEAK",324,495
2023,11,7,"Bus","86","PEAK",209,298
2023,11,8,"Bus","1","OFF_PEAK",675,922
2023,11,8,"Bus","1","PEAK",184,295
2023,11,8,"Bus","86","OFF_PEAK",316,487
2023,11,8,"Bus","86","PEAK",231,294
2023,11,9,"Bus","1","OFF_PEAK",724,966
2023,11,9,"Bus","1","PEAK",268,375
2023,11,9,"Bus","86","OFF_PEAK",259,481
2023,11,9,"Bus","86","PEAK",189,299
2023,11,10,"Bus","1","OFF_PEAK",791,1157
2023,11,10,"Bus","1","PEAK",323,438
2023,11,10,"Bus","86","OFF_PEAK",292,492
2023,11,10,"Bus","86","PEAK",228,295
2023,11,12,"Bus","1","OFF_PEAK",1007,1335
2023,11,12,"Bus","86","OFF_PEAK",232,336
2023,11,13,"Bus","1","OFF_PEAK",528,791
2023,11,13,"Bus","1","PEAK",208,321
2023,11,13,"Bus","86","OFF_PEAK",319,480
2023,11,13,"Bus","86","PEAK",241,293
2023,11,14,"Bus","1","OFF_PEAK",738,956
2023,11,14,"Bus","1","PEAK",231,321
2023,11,14,"Bus","86","OFF_PEAK",285,408
2023,11,14,"Bus","86","PEAK",155,223
2023,11,15,"Bus","1","OFF_PEAK",771,1095
2023,11,15,"Bus","1","PEAK",245,358
2023,11,15,"Bus","86","OFF_PEAK",341,475
2023,11,15,"Bus","86","PEAK",198,260
2023,11,16,"Bus","1","OFF_PEAK",702,975
2023,11,16,"Bus","1","PEAK",286,426
2023,11,16,"Bus","86","OFF_PEAK",228,412
2023,11,16,"Bus","86","PEAK",175,258
2023,11,17,"Bus","1","OFF_PEAK",763,1059
2023,11,17,"Bus","1","PEAK",247,363
2023,11,17,"Bus","86","OFF_PEAK",293,494
2023,11,17,"Bus","86","PEAK",238,299
2023,11,18,"Bus","1","OFF_PEAK",1195,1637
2023,11,18,"Bus","86","OFF_PEAK",386,503
2023,11,19,"Bus","1","OFF_PEAK",1148,1414
2023,11,19,"Bus","86","OFF_PEAK",252,334
2023,11,20,"Bus","1","OFF_PEAK",626,830
2023,11,20,"Bus","1","PEAK",225,312
2023,11,20,"Bus","86","OFF_PEAK",308,448
2023,11,20,"Bus","86","PEAK",189,264
2023,11,21,"Bus","1","OFF_PEAK",707,1048
2023,11,21,"Bus","1","PEAK",273,368
2023,11,21,"Bus","86","OFF_PEAK",284,471
2023,11,21,"Bus","86","PEAK",190,255
2023,11,22,"Bus","1","OFF_PEAK",876,1153
2023,11,22,"Bus","1","PEAK",360,465
2023,11,22,"Bus","86","OFF_PEAK",324,498
2023,11,22,"Bus","86","PEAK",233,285
2023,11,23,"Bus","1","OFF_PEAK",1136,1425
2023,11,23,"Bus","86","OFF_PEAK",212,330
2023,11,24,"Bus","1","OFF_PEAK",940,1182
2023,11,24,"Bus","1","PEAK",312,383
2023,11,24,"Bus","86","OFF_PEAK",382,496
2023,11,24,"Bus","86","PEAK",228,294
